qid,hop_count,qtype,system,precision,recall,f1,exact,n_pred,n_match,retr_recall,ctx_words,answer
Q049,3,variant_to_drug,rag_hybrid,0.6666666666666666,0.5,0.5714285714285715,0.0,3,2,0.5,796,"SUNITINIB, GILTERITINIB, SORAFENIB"
Q050,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,13,DASATINIB
Q050,3,variant_to_drug,rag_dense,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,859,"DASATINIB, ERLOTINIB"
Q050,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,892,DASATINIB
Q050,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,932,DASATINIB
Q051,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,13,ALPELISIB
Q051,3,variant_to_drug,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,849,ALPELISIB
Q051,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,902,ALPELISIB
Q051,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,895,ALPELISIB
Q052,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,13,ERLOTINIB
Q052,3,variant_to_drug,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,896,ERLOTINIB
Q052,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,833,ERLOTINIB
Q052,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,904,ERLOTINIB
Q053,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,13,AXITINIB
Q053,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,939,NON DETERMINABILE
Q053,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,894,AXITINIB
Q053,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,882,AXITINIB
Q054,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,15,OICR-9429
Q054,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,896,NON DETERMINABILE
Q054,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,881,OICR-9429
Q054,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,865,OICR-9429
Q055,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,3,3,1.0,39,"PALBOCICLIB, INAVOLISIB, FULVESTRANT"
Q055,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,1.0,747,NON DETERMINABILE
Q055,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,896,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q055,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,815,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q056,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,2,2,1.0,52,"ERLOTINIB, SUNVOZERTINIB"
Q056,3,variant_to_drug,rag_dense,0.5,0.5,0.5,0.0,2,1,0.5,873,"EGFR D770_N771insGT, ERLOTINIB"
Q056,3,variant_to_drug,rag_bm25,0.5,0.5,0.5,0.0,2,1,1.0,838,"ERLOTINIB, EGFR D770_N771insGT"
Q056,3,variant_to_drug,rag_hybrid,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,858,"ERLOTINIB, SUNVOZERTINIB, OSIMERTINIB"
Q057,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,3,3,1.0,40,"VEMURAFENIB, CETUXIMAB, IRINOTECAN HYDROCHLORIDE"
Q057,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,951,NON DETERMINABILE
Q057,3,variant_to_drug,rag_bm25,0.6,1.0,0.7499999999999999,1.0,5,3,1.0,810,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, VEMURAFENIB, BRAF, ARAF"
Q057,3,variant_to_drug,rag_hybrid,0.6,1.0,0.7499999999999999,1.0,5,3,1.0,798,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, VEMURAFENIB, ARAF, BRAF"
Q058,3,variant_to_drug,graphrag,0.0,0.0,0.0,0.0,1,0,0.0,0,DDX43
Q058,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,3,0,0.0,873,"DDX43, RALTITREXED, LAROTRECTINIB SULFATE"
Q058,3,variant_to_drug,rag_bm25,0.375,1.0,0.5454545454545454,1.0,8,3,1.0,877,"Uveal Melanoma, DDX43, MIRDAMETINIB, SELUMETINIB SULFATE, TRAMETINIB, GNAQ, GNA11, selumetinib"
Q058,3,variant_to_drug,rag_hybrid,0.4285714285714285,1.0,0.6,1.0,7,3,1.0,878,"DDX43, MIRDAMETINIB, SELUMETINIB, TRAMETINIB, Uveal Melanoma, GNAQ, GNA11"
Q059,3,variant_to_drug,graphrag,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,36,"TEMOZOLOMIDE, CARMUSTINE, O6-BENZYLGUANINE"
Q059,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,1.0,888,NON DETERMINABILE
Q059,3,variant_to_drug,rag_bm25,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,881,"TEMOZOLOMIDE, CARMUSTINE, O6-BENZYLGUANINE"
Q059,3,variant_to_drug,rag_hybrid,0.25,1.0,0.4,1.0,4,1,1.0,893,"TEMOZOLOMIDE, O6-BENZYLGUANINE, CARMUSTINE, PEMETREXED"
Q060,3,variant_to_drug,graphrag,0.03125,1.0,0.0606060606060606,1.0,32,1,1.0,388,"EGFR, GEFITINIB, ERLOTINIB, AFATINIB, LAPATINIB, DACOMITINIB, NERATINIB MALEATE, CANERTINIB, MULTIKINASE INHIBITOR AEE788, CRIZOTINIB, CETUXIMAB, OSIMERTINIB, RAMUCIRUMAB, AMIVANTAMAB, LAZERTINIB, CARBOPLATIN, STAUROSPORINE, ROCILETINIB, ANTI-PD1 MONOCLONAL ANTIBODY, ANTI-PD-L1 MONOCLONAL ANTIBODY, "
Q060,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,2,0,0.0,900,"OSIMERTINIB, ERLOTINIB"
Q060,3,variant_to_drug,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,838,"SUNVOZERTINIB, ERLOTINIB"
Q060,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,732,SUNVOZERTINIB
Q061,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,2,2,1.0,26,"NILOTINIB, DASATINIB"
Q061,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,1.0,894,NON DETERMINABILE
Q061,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,899,"DASATINIB, NILOTINIB"
Q061,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,874,"DASATINIB, NILOTINIB"
Q062,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,3,3,1.0,39,"DURVALUMAB, ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, NIVOLUMAB"
Q062,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,924,NON DETERMINABILE
Q062,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,891,"NIVOLUMAB, ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, DURVALUMAB"
Q062,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,870,"NIVOLUMAB, ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, DURVALUMAB"
Q063,3,variant_to_drug,graphrag,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,12,"EVEROLIMUS, TSC2"
Q063,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,945,NON DETERMINABILE
Q063,3,variant_to_drug,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,871,"EVEROLIMUS, TSC2"
Q063,3,variant_to_drug,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,937,"EVEROLIMUS, TSC2"
Q064,3,variant_to_drug,graphrag,0.3333333333333333,1.0,0.5,1.0,15,5,1.0,171,"ONARTUZUMAB, GEFITINIB, CRIZOTINIB, ERLOTINIB, VEMURAFENIB, PANITUMUMAB, CETUXIMAB, FORETINIB, CAPMATINIB HYDROCHLORIDE, TEPOTINIB HYDROCHLORIDE, SELUMETINIB SULFATE, TRAMETINIB, RILOTUMUMAB, SAVOLITINIB, MET"
Q064,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,4,0,0.2,939,"MEDI0680, MEDI-547, PATRITUMAB DERUXTECAN, MEDI-5117"
Q064,3,variant_to_drug,rag_bm25,1.0,0.6,0.7499999999999999,0.0,3,3,0.6,869,"VEMURAFENIB, RILOTUMUMAB, CRIZOTINIB"
Q064,3,variant_to_drug,rag_hybrid,0.5,0.6,0.5454545454545454,0.0,6,3,0.6,901,"CRIZOTINIB, RUXOLITINIB PHOSPHATE, VEMURAFENIB, RILOTUMUMAB, CAPMATINIB, TEPOTINIB"
Q065,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,13,DASATINIB
Q065,3,variant_to_drug,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,925,DASATINIB
Q065,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,853,DASATINIB
Q065,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,850,DASATINIB
Q066,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,13,SUNVOZERTINIB
Q066,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,858,NON DETERMINABILE
Q066,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,907,SUNVOZERTINIB
Q066,3,variant_to_drug,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,855,"SUNVOZERTINIB, ERLOTINIB"
Q067,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,5,5,1.0,66,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q067,3,variant_to_drug,rag_dense,1.0,0.6,0.7499999999999999,0.0,3,3,0.6,788,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q067,3,variant_to_drug,rag_bm25,0.7142857142857143,1.0,0.8333333333333333,1.0,7,5,1.0,830,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, FULVESTRANT, INAVOLISIB, PALBOCICLIB, Alpelisib+Fulvestrant, Capivasertib+Fulvestrant"
Q067,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,5,5,1.0,862,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q068,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,12,VEMURAFENIB
Q068,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,774,NON DETERMINABILE
Q068,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,906,VEMURAFENIB
Q068,3,variant_to_drug,rag_hybrid,0.0625,1.0,0.1176470588235294,1.0,16,1,1.0,886,"VEMURAFENIB, ALPELISIB, APITOLISIB, AZD-6482, BGT-226, BUPARLISIB, BUPARLISIB HYDROCHLORIDE, COPANLISIB, CYCLOPHOSPHAMIDE ANHYDROUS, DACTOLISIB, DS-7423, EPIRUBICIN, FLUOROURACIL, GEDATOLISIB, GSK-1059615, GSK-2636771"
Q069,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,26,CETUXIMAB
Q069,3,variant_to_drug,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,873,CETUXIMAB
Q069,3,variant_to_drug,rag_bm25,0.25,1.0,0.4,1.0,4,1,1.0,904,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, DABRAFENIB, VEMURAFENIB"
Q069,3,variant_to_drug,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,888,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE"
Q070,3,variant_to_drug,graphrag,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,37,"GEFITINIB, METFORMIN HYDROCHLORIDE, EXEMESTANE"
Q070,3,variant_to_drug,rag_dense,1.0,1.0,1.0,1.0,1,1,1.0,930,GEFITINIB
Q070,3,variant_to_drug,rag_bm25,0.1428571428571428,1.0,0.25,1.0,7,1,1.0,874,"GEFITINIB, EXEMESTANE, METFORMIN HYDROCHLORIDE, R1507, IMC-A12, SCH 717454, CP-751.871"
Q070,3,variant_to_drug,rag_hybrid,0.1428571428571428,1.0,0.25,1.0,7,1,1.0,906,"GEFITINIB, EXEMESTANE, METFORMIN HYDROCHLORIDE, R1507, IMC-A12, SCH 717454, CP-751.871"
Q071,3,variant_to_drug,graphrag,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,13,"LONAFARNIB, FNTB, FNTA"
Q071,3,variant_to_drug,rag_dense,0.25,1.0,0.4,1.0,4,1,1.0,875,"CTNNB1, VHL, FNTB, LONAFARNIB"
Q071,3,variant_to_drug,rag_bm25,0.0416666666666666,1.0,0.0799999999999999,1.0,24,1,1.0,886,"FNTB, LONAFARNIB, CARBOPLATIN, CP-609,754, PACLITAXEL, TIPIFARNIB, EGFR, GEFITINIB, CD274, PEMBROLIZUMAB, CCND1, HRAS, TIPIFARNIB, BRAF, RUNX1, EML4, ALK, CRIZOTINIB, AREG, DDR2, DASATINIB, ERLOTINIB, KRAS, OSIMERTINIB"
Q071,3,variant_to_drug,rag_hybrid,0.0769230769230769,1.0,0.1428571428571428,1.0,13,1,1.0,888,"FNTB, LONAFARNIB, ARAF, SORAFENIB, CTNNB1, HRAS, TIPIFARNIB, KIT, SUNITINIB, DDR2, DASATINIB, ERLOTINIB, JAK2"
Q072,3,variant_to_drug,graphrag,0.625,1.0,0.7692307692307693,1.0,8,5,1.0,84,"ABL1, IMATINIB, PONATINIB, NILOTINIB, BAFETINIB, DASATINIB, BOSUTINIB, AXITINIB"
Q072,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,1,0,0.6,830,nessun farmaco
Q072,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,5,5,1.0,864,"DASATINIB, AXITINIB, BAFETINIB, IMATINIB, NILOTINIB"
Q072,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,5,5,1.0,892,"AXITINIB, DASATINIB, IMATINIB, NILOTINIB, BAFETINIB"
Q073,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,2,2,1.0,26,"THIOGUANINE, MERCAPTOPURINE"
Q073,3,variant_to_drug,rag_dense,1.0,1.0,1.0,1.0,2,2,1.0,966,"MERCAPTOPURINE, THIOGUANINE"
Q073,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,878,"MERCAPTOPURINE, THIOGUANINE"
Q073,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,891,"MERCAPTOPURINE, THIOGUANINE"
Q074,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,2,2,1.0,32,"DAUNORUBICIN HYDROCHLORIDE, CYTARABINE HYDROCHLORIDE"
Q074,3,variant_to_drug,rag_dense,0.125,1.0,0.2222222222222222,1.0,16,2,1.0,900,"CYTARABINE, DAUNORUBICIN LIPOSOMAL, DAUNORUBICIN HYDROCHLORIDE, CURCUMIN, CYTARABINE, DEFEROXAMINE, DIMETHYL SULFOXIDE, GALINPEPIMUT-S, HALOFUGINONE, IH636 GRAPE SEED PROANTHOCYANIDIN EXTRACT, OMBIPEPIMUT-S, RECOMBINANT 70-KD HEAT-SHOCK PROTEIN, RECOMBINANT CYTOKINE, SIROLIMUS, TRETINOIN, WT1, FLI1"
Q074,3,variant_to_drug,rag_bm25,0.5,1.0,0.6666666666666666,1.0,4,2,1.0,815,"CYTARABINE HYDROCHLORIDE, DAUNORUBICIN HYDROCHLORIDE, WT1, Acute Myeloid Leukemia"
Q074,3,variant_to_drug,rag_hybrid,0.125,1.0,0.2222222222222222,1.0,16,2,1.0,889,"CYTARABINE HYDROCHLORIDE, DAUNORUBICIN HYDROCHLORIDE, CURCUMIN, CYTARABINE, DAUNORUBICIN LIPOSOMAL, DEFEROXAMINE, DIMETHYL SULFOXIDE, GALINPEPIMUT-S, HALOFUGINONE, IH636 GRAPE SEED PROANTHOCYANIDIN EXTRACT, OMBIPEPIMUT-S, RECOMBINANT 70-KD HEAT-SHOCK PROTEIN, RECOMBINANT CYTOKINE, SIROLIMUS, TRETINO"
Q075,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,1,1,1.0,13,SUNITINIB
Q075,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,925,NON DETERMINABILE
Q075,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,882,SUNITINIB
Q075,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,858,SUNITINIB
Q076,3,variant_to_drug,graphrag,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,12,"IPILIMUMAB, IFNGR1"
Q076,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,919,NON DETERMINABILE
Q076,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,848,IPILIMUMAB
Q076,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,901,IPILIMUMAB
Q077,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,3,3,1.0,39,"AXITINIB, BOSUTINIB, DASATINIB"
Q077,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,936,NON DETERMINABILE
Q077,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,891,"AXITINIB, DASATINIB, BOSUTINIB"
Q077,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,894,"AXITINIB, DASATINIB, BOSUTINIB"
Q078,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,2,2,1.0,39,"PANITUMUMAB, CETUXIMAB"
Q078,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,1,0,0.5,869,DIVARASIB
Q078,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,854,"CETUXIMAB, PANITUMUMAB"
Q078,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,890,"CETUXIMAB, PANITUMUMAB"
Q079,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,3,3,1.0,39,"PALBOCICLIB, FULVESTRANT, INAVOLISIB"
Q079,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,954,NON DETERMINABILE
Q079,3,variant_to_drug,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,903,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q079,3,variant_to_drug,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,852,"FULVESTRANT, INAVOLISIB, PALBOCICLIB"
Q080,3,variant_to_drug,graphrag,1.0,1.0,1.0,1.0,3,3,1.0,53,"SELUMETINIB SULFATE, DACTOLISIB, CETUXIMAB"
Q080,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,924,NON DETERMINABILE
Q080,3,variant_to_drug,rag_bm25,0.75,1.0,0.8571428571428571,1.0,4,3,1.0,859,"CETUXIMAB, DACTOLISIB, SELUMETINIB SULFATE, PD0325901"
Q080,3,variant_to_drug,rag_hybrid,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,3,2,1.0,859,"PD0325901, DACTOLISIB, SELUMETINIB SULFATE"
Q081,3,variant_to_drug,graphrag,0.25,1.0,0.4,1.0,4,1,1.0,68,"CERITINIB, ALECTINIB HYDROCHLORIDE, ALK INHIBITOR TAE684, CRIZOTINIB"
Q081,3,variant_to_drug,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,925,NON DETERMINABILE
Q081,3,variant_to_drug,rag_bm25,0.25,1.0,0.4,1.0,4,1,1.0,786,"TAE684, ALECTINIB HYDROCHLORIDE, CERITINIB, CRIZOTINIB"
Q081,3,variant_to_drug,rag_hybrid,0.25,1.0,0.4,1.0,4,1,1.0,811,"TAE684, CERITINIB, ALECTINIB HYDROCHLORIDE, CRIZOTINIB"
Q082,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,12,NON DETERMINABILE
Q082,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,973,NON DETERMINABILE
Q082,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,786,Breast Cancer
Q082,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,811,Breast Cancer
Q083,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,5,0,0.0,49,"VISMODEGIB, PATIDEGIB, ARSENIC TRIOXIDE, SONIDEGIB, SMO"
Q083,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,893,NON DETERMINABILE
Q083,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,834,"Basal Cell Carcinoma, Medulloblastoma, Cancer"
Q083,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,917,"Basal Cell Carcinoma, Medulloblastoma, Cancer"
Q084,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,0,NON DETERMINABILE
Q084,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,973,NON DETERMINABILE
Q084,4,gene_to_disease,rag_bm25,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,811,"CNS Neuroblastoma With FOXR2 Activation, CNS-PNET"
Q084,4,gene_to_disease,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,894,"CNS Neuroblastoma, CNS-PNET"
Q085,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,1,0,0.0,13,AROMATASE INHIBITOR
Q085,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,2,0,0.6666666666666666,949,"Acute Leukemia, Mixed Phenotype Acute Leukemia"
Q085,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,951,"Skin Squamous Cell Carcinoma, Breast Cancer, Cancer"
Q085,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,941,"Skin Squamous Cell Carcinoma, Breast Cancer, Cancer"
Q086,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,12,NON DETERMINABILE
Q086,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,973,NON DETERMINABILE
Q086,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,896,Breast Cancer
Q086,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,926,Breast Cancer
Q087,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,13,NON DETERMINABILE
Q087,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,954,NON DETERMINABILE
Q087,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,802,"Myelofibrosis, Essential Thrombocythemia"
Q087,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,893,"Essential Thrombocythemia, Myelofibrosis"
Q088,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,13,NON DETERMINABILE
Q088,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,969,NON DETERMINABILE
Q088,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,907,"Colorectal Cancer, Renal Cell Carcinoma"
Q088,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,817,"Colorectal Cancer, Renal Cell Carcinoma"
Q089,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,36,NON DETERMINABILE
Q089,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,978,NON DETERMINABILE
Q089,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,3,3,1.0,853,"Head And Neck Squamous Cell Carcinoma, Colorectal Cancer, Lung Non-small Cell Carcinoma"
Q089,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,3,3,1.0,887,"Lung Non-small Cell Carcinoma, Head And Neck Squamous Cell Carcinoma, Colorectal Cancer"
Q090,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,0,NON DETERMINABILE
Q090,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,957,NON DETERMINABILE
Q090,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,816,Chronic Lymphocytic Leukemia
Q090,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,1,1,1.0,826,Chronic Lymphocytic Leukemia
Q091,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,12,NON DETERMINABILE
Q091,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE
Q091,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,1,1,1.0,874,Breast Cancer
Q091,4,gene_to_disease,rag_hybrid,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,929,"Breast Cancer, Von Hippel-Lindau Disease"
Q092,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,13,NON DETERMINABILE
Q092,4,gene_to_disease,rag_dense,0.5,0.25,0.3333333333333333,0.0,2,1,0.0,948,"Von Hippel-Lindau Disease, Renal Cell Carcinoma"
Q092,4,gene_to_disease,rag_bm25,0.8,1.0,0.888888888888889,1.0,5,4,1.0,929,"Colorectal Cancer, Renal Cell Carcinoma, Pancreatic Adenocarcinoma, Sarcoma, Renal Carcinoma"
Q092,4,gene_to_disease,rag_hybrid,0.8,1.0,0.888888888888889,1.0,5,4,1.0,909,"Colorectal Cancer, Renal Cell Carcinoma, Sarcoma, Pancreatic Adenocarcinoma, Renal Carcinoma"
Q093,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,49,NON DETERMINABILE
Q093,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,1003,NON DETERMINABILE
Q093,4,gene_to_disease,rag_bm25,1.0,1.0,1.0,1.0,2,2,1.0,892,"Ovarian Cancer, Sarcoma"
Q093,4,gene_to_disease,rag_hybrid,1.0,1.0,1.0,1.0,2,2,1.0,796,"Ovarian Cancer, Sarcoma"
Q094,4,gene_to_disease,graphrag,0.0,0.0,0.0,0.0,0,0,0.0,48,NON DETERMINABILE
Q094,4,gene_to_disease,rag_dense,0.0,0.0,0.0,0.0,0,0,0.0,969,NON DETERMINABILE
Q094,4,gene_to_disease,rag_bm25,0.75,1.0,0.8571428571428571,1.0,4,3,1.0,902,"Breast Cancer, Lung Adenocarcinoma, Solid Tumor, Melanoma"
