qid,system,hop_count,qtype,precision,recall,f1,exact,n_pred,n_match,retr_recall,ctx_words,answer,reader,is_err
Q045,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,CETUXIMAB,qwen3-coder-next,False
Q045,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,970,NON DETERMINABILE,qwen3-coder-next,False
Q045,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,907,CETUXIMAB,qwen3-coder-next,False
Q045,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,764,CETUXIMAB,qwen3-coder-next,False
Q046,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,SELPERCATINIB,qwen3-coder-next,False
Q046,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,972,NON DETERMINABILE,qwen3-coder-next,False
Q046,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,857,SELPERCATINIB,qwen3-coder-next,False
Q046,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,933,SELPERCATINIB,qwen3-coder-next,False
Q047,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,39,"PANITUMUMAB, CETUXIMAB",qwen3-coder-next,False
Q047,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,972,NON DETERMINABILE,qwen3-coder-next,False
Q047,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,837,"CETUXIMAB, PANITUMUMAB",qwen3-coder-next,False
Q047,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,847,"CETUXIMAB, PANITUMUMAB",qwen3-coder-next,False
Q048,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,26,"IMATINIB,SUNITINIB",qwen3-coder-next,False
Q048,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,904,NON DETERMINABILE,qwen3-coder-next,False
Q048,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,816,"IMATINIB, SUNITINIB",qwen3-coder-next,False
Q048,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,855,"IMATINIB, SUNITINIB",qwen3-coder-next,False
Q049,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,4,4,1.0,52,"QUIZARTINIB, PONATINIB, SORAFENIB, GILTERITINIB",qwen3-coder-next,False
Q049,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.25,976,NON DETERMINABILE,qwen3-coder-next,False
Q049,rag_bm25,3,variant_to_drug,0.8,1.0,0.888888888888889,1.0,5,4,1.0,864,"GILTERITINIB, PONATINIB, QUIZARTINIB, SORAFENIB, SUNITINIB",qwen3-coder-next,False
Q049,rag_hybrid,3,variant_to_drug,0.6666666666666666,0.5,0.5714285714285715,0.0,3,2,1.0,849,"GILTERITINIB, SORAFENIB, SUNITINIB",qwen3-coder-next,False
Q050,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,DASATINIB,qwen3-coder-next,False
Q050,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE,qwen3-coder-next,False
Q050,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,914,DASATINIB,qwen3-coder-next,False
Q050,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,939,DASATINIB,qwen3-coder-next,False
Q051,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,ALPELISIB,qwen3-coder-next,False
Q051,rag_dense,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,903,ALPELISIB,qwen3-coder-next,False
Q051,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,896,ALPELISIB,qwen3-coder-next,False
Q051,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,830,ALPELISIB,qwen3-coder-next,False
Q052,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,ERLOTINIB,qwen3-coder-next,False
Q052,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,1.0,887,NON DETERMINABILE,qwen3-coder-next,False
Q052,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,872,ERLOTINIB,qwen3-coder-next,False
Q052,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,900,ERLOTINIB,qwen3-coder-next,False
Q053,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,AXITINIB,qwen3-coder-next,False
Q053,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE,qwen3-coder-next,False
Q053,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,829,AXITINIB,qwen3-coder-next,False
Q053,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,855,AXITINIB,qwen3-coder-next,False
Q054,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,15,OICR-9429,qwen3-coder-next,False
Q054,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,966,NON DETERMINABILE,qwen3-coder-next,False
Q054,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,881,OICR-9429,qwen3-coder-next,False
Q054,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,916,OICR-9429,qwen3-coder-next,False
Q055,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,39,"PALBOCICLIB, INAVOLISIB, FULVESTRANT",qwen3-coder-next,False
Q055,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,964,NON DETERMINABILE,qwen3-coder-next,False
Q055,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,891,"FULVESTRANT, INAVOLISIB, PALBOCICLIB",qwen3-coder-next,False
Q055,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,800,"FULVESTRANT, INAVOLISIB, PALBOCICLIB",qwen3-coder-next,False
Q056,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,52,"ERLOTINIB, SUNVOZERTINIB",qwen3-coder-next,False
Q056,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.5,888,NON DETERMINABILE,qwen3-coder-next,False
Q056,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,838,"ERLOTINIB, SUNVOZERTINIB",qwen3-coder-next,False
Q056,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,903,"ERLOTINIB, SUNVOZERTINIB",qwen3-coder-next,False
Q057,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,40,"VEMURAFENIB, CETUXIMAB, IRINOTECAN HYDROCHLORIDE",qwen3-coder-next,False
Q057,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,954,NON DETERMINABILE,qwen3-coder-next,False
Q057,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,905,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, VEMURAFENIB",qwen3-coder-next,False
Q057,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,925,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, VEMURAFENIB",qwen3-coder-next,False
Q058,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,40,"MIRDAMETINIB, TRAMETINIB, SELUMETINIB SULFATE",qwen3-coder-next,False
Q058,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,973,NON DETERMINABILE,qwen3-coder-next,False
Q058,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,907,"MIRDAMETINIB, SELUMETINIB, TRAMETINIB",qwen3-coder-next,False
Q058,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,844,"MIRDAMETINIB, SELUMETINIB SULFATE, TRAMETINIB",qwen3-coder-next,False
Q059,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,TEMOZOLOMIDE,qwen3-coder-next,False
Q059,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,970,NON DETERMINABILE,qwen3-coder-next,False
Q059,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,881,TEMOZOLOMIDE,qwen3-coder-next,False
Q059,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,844,TEMOZOLOMIDE,qwen3-coder-next,False
Q060,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,SUNVOZERTINIB,qwen3-coder-next,False
Q060,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,868,NON DETERMINABILE,qwen3-coder-next,False
Q060,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,838,SUNVOZERTINIB,qwen3-coder-next,False
Q060,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,849,SUNVOZERTINIB,qwen3-coder-next,False
Q061,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,26,"NILOTINIB,DASATINIB",qwen3-coder-next,False
Q061,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,975,NON DETERMINABILE,qwen3-coder-next,False
Q061,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,854,"DASATINIB, NILOTINIB",qwen3-coder-next,False
Q061,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,893,"DASATINIB, NILOTINIB",qwen3-coder-next,False
Q062,graphrag,3,variant_to_drug,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,3,2,1.0,42,"DURVALUMAB, ANTI-PD-1 MONCLONAL ANTIBODY MEDI0680, NIVOLUMAB",qwen3-coder-next,False
Q062,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,961,NON DETERMINABILE,qwen3-coder-next,False
Q062,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,866,"NIVOLUMAB, ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, DURVALUMAB",qwen3-coder-next,False
Q062,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,895,"NIVOLUMAB, ANTI-PD-1 MONOCLONAL ANTIBODY MEDI0680, DURVALUMAB",qwen3-coder-next,False
Q063,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,EVEROLIMUS,qwen3-coder-next,False
Q063,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,973,NON DETERMINABILE,qwen3-coder-next,False
Q063,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,908,EVEROLIMUS,qwen3-coder-next,False
Q063,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,935,EVEROLIMUS,qwen3-coder-next,False
Q064,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,5,5,1.0,66,"VEMURAFENIB, CRIZOTINIB, SELUMETINIB SULFATE, TRAMETINIB, RILOTUMUMAB",qwen3-coder-next,False
Q064,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,976,NON DETERMINABILE,qwen3-coder-next,False
Q064,rag_bm25,3,variant_to_drug,1.0,0.4,0.5714285714285715,0.0,2,2,0.6,774,"VEMURAFENIB, RILOTUMUMAB",qwen3-coder-next,False
Q064,rag_hybrid,3,variant_to_drug,0.75,0.6,0.6666666666666665,0.0,4,3,0.6,857,"RUXOLITINIB PHOSPHATE, CRIZOTINIB, RILOTUMUMAB, VEMURAFENIB",qwen3-coder-next,False
Q065,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,DASATINIB,qwen3-coder-next,False
Q065,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,970,NON DETERMINABILE,qwen3-coder-next,False
Q065,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,846,DASATINIB,qwen3-coder-next,False
Q065,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,891,DASATINIB,qwen3-coder-next,False
Q066,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,SUNVOZERTINIB,qwen3-coder-next,False
Q066,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,914,NON DETERMINABILE,qwen3-coder-next,False
Q066,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,860,SUNVOZERTINIB,qwen3-coder-next,False
Q066,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,888,SUNVOZERTINIB,qwen3-coder-next,False
Q067,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,5,5,1.0,66,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE, FULVESTRANT, INAVOLISIB, PALBOCICLIB",qwen3-coder-next,False
Q067,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,964,NON DETERMINABILE,qwen3-coder-next,False
Q067,rag_bm25,3,variant_to_drug,1.0,0.4,0.5714285714285715,0.0,2,2,1.0,863,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE",qwen3-coder-next,False
Q067,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,5,5,1.0,894,"FULVESTRANT, INAVOLISIB, PALBOCICLIB, CETUXIMAB, IRINOTECAN HYDROCHLORIDE",qwen3-coder-next,False
Q068,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,VEMURAFENIB,qwen3-coder-next,False
Q068,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,950,NON DETERMINABILE,qwen3-coder-next,False
Q068,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,880,VEMURAFENIB,qwen3-coder-next,False
Q068,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,893,VEMURAFENIB,qwen3-coder-next,False
Q069,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,26,CETUXIMAB,qwen3-coder-next,False
Q069,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE,qwen3-coder-next,False
Q069,rag_bm25,3,variant_to_drug,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,893,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE",qwen3-coder-next,False
Q069,rag_hybrid,3,variant_to_drug,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,912,"CETUXIMAB, IRINOTECAN HYDROCHLORIDE",qwen3-coder-next,False
Q070,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,GEFITINIB,qwen3-coder-next,False
Q070,rag_dense,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,886,GEFITINIB,qwen3-coder-next,False
Q070,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,865,GEFITINIB,qwen3-coder-next,False
Q070,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,882,GEFITINIB,qwen3-coder-next,False
Q071,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,LONAFARNIB,qwen3-coder-next,False
Q071,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,964,NON DETERMINABILE,qwen3-coder-next,False
Q071,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,842,LONAFARNIB,qwen3-coder-next,False
Q071,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,954,LONAFARNIB,qwen3-coder-next,False
Q072,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,5,5,1.0,65,"DASATINIB, AXITINIB, IMATINIB, NILOTINIB, BAFETINIB",qwen3-coder-next,False
Q072,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE,qwen3-coder-next,False
Q072,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,5,5,1.0,846,"DASATINIB, AXITINIB, IMATINIB, NILOTINIB, BAFETINIB",qwen3-coder-next,False
Q072,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,5,5,1.0,882,"DASATINIB, AXITINIB, BAFETINIB, IMATINIB, NILOTINIB",qwen3-coder-next,False
Q073,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,26,"THIOGUANINE, MERCAPTOPURINE",qwen3-coder-next,False
Q073,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,967,NON DETERMINABILE,qwen3-coder-next,False
Q073,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,865,"MERCAPTOPURINE, THIOGUANINE",qwen3-coder-next,False
Q073,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,899,"MERCAPTOPURINE, THIOGUANINE",qwen3-coder-next,False
Q074,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,32,"DAUNORUBICIN HYDROCHLORIDE, CYTARABINE HYDROCHLORIDE",qwen3-coder-next,False
Q074,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,889,NON DETERMINABILE,qwen3-coder-next,False
Q074,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,815,"CYTARABINE HYDROCHLORIDE, DAUNORUBICIN HYDROCHLORIDE",qwen3-coder-next,False
Q074,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,815,"CYTARABINE HYDROCHLORIDE, DAUNORUBICIN HYDROCHLORIDE",qwen3-coder-next,False
Q075,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,SUNITINIB,qwen3-coder-next,False
Q075,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,970,NON DETERMINABILE,qwen3-coder-next,False
Q075,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,852,SUNITINIB,qwen3-coder-next,False
Q075,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,882,SUNITINIB,qwen3-coder-next,False
Q076,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,13,IPILIMUMAB,qwen3-coder-next,False
Q076,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,973,NON DETERMINABILE,qwen3-coder-next,False
Q076,rag_bm25,3,variant_to_drug,0.3333333333333333,1.0,0.5,1.0,3,1,1.0,866,"IPILIMUMAB, INDOLE-3-CARBINOL, INTERFERON GAMMA-1B",qwen3-coder-next,False
Q076,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,901,IPILIMUMAB,qwen3-coder-next,False
Q077,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,39,"AXITINIB, BOSUTINIB, DASATINIB",qwen3-coder-next,False
Q077,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,975,NON DETERMINABILE,qwen3-coder-next,False
Q077,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,891,"AXITINIB, DASATINIB, BOSUTINIB",qwen3-coder-next,False
Q077,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,909,"AXITINIB, DASATINIB, BOSUTINIB",qwen3-coder-next,False
Q078,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,39,"PANITUMUMAB, CETUXIMAB",qwen3-coder-next,False
Q078,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,975,NON DETERMINABILE,qwen3-coder-next,False
Q078,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,899,"CETUXIMAB, PANITUMUMAB",qwen3-coder-next,False
Q078,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,2,2,1.0,894,"CETUXIMAB, PANITUMUMAB",qwen3-coder-next,False
Q079,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,39,"PALBOCICLIB, FULVESTRANT, INAVOLISIB",qwen3-coder-next,False
Q079,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,964,NON DETERMINABILE,qwen3-coder-next,False
Q079,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,883,"FULVESTRANT, INAVOLISIB, PALBOCICLIB",qwen3-coder-next,False
Q079,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,894,"FULVESTRANT, INAVOLISIB, PALBOCICLIB",qwen3-coder-next,False
Q080,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,53,"SELUMETINIB SULFATE, DACTOLISIB, CETUXIMAB",qwen3-coder-next,False
Q080,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,971,NON DETERMINABILE,qwen3-coder-next,False
Q080,rag_bm25,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,886,"CETUXIMAB, DACTOLISIB, SELUMETINIB SULFATE",qwen3-coder-next,False
Q080,rag_hybrid,3,variant_to_drug,1.0,1.0,1.0,1.0,3,3,1.0,867,"CETUXIMAB, DACTOLISIB, SELUMETINIB SULFATE",qwen3-coder-next,False
Q081,graphrag,3,variant_to_drug,1.0,1.0,1.0,1.0,1,1,1.0,68,CERITINIB,qwen3-coder-next,False
Q081,rag_dense,3,variant_to_drug,0.0,0.0,0.0,0.0,0,0,0.0,974,NON DETERMINABILE,qwen3-coder-next,False
Q081,rag_bm25,3,variant_to_drug,0.25,1.0,0.4,1.0,4,1,1.0,786,"Ceritinib, Alectinib hydrochloride, Crizotinib, ALK inhibitor TAE684",qwen3-coder-next,False
Q081,rag_hybrid,3,variant_to_drug,0.5,1.0,0.6666666666666666,1.0,2,1,1.0,890,"CERITINIB, ALK INHIBITOR TAE684",qwen3-coder-next,False
Q082,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,10,Breast Cancer,qwen3-coder-next,False
Q082,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,987,NON DETERMINABILE,qwen3-coder-next,False
Q082,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,893,Breast Cancer,qwen3-coder-next,False
Q082,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,1003,Breast Cancer,qwen3-coder-next,False
Q083,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,3,3,1.0,29,"Medulloblastoma, Basal Cell Carcinoma, Cancer",qwen3-coder-next,False
Q083,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.3333333333333333,986,NON DETERMINABILE,qwen3-coder-next,False
Q083,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,3,3,1.0,891,"Basal Cell Carcinoma, Medulloblastoma, Cancer",qwen3-coder-next,False
Q083,rag_hybrid,4,gene_to_disease,1.0,0.6666666666666666,0.8,0.0,2,2,1.0,924,"Basal Cell Carcinoma, Medulloblastoma",qwen3-coder-next,False
Q084,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,13,CNS Neuroblastoma With FOXR2 Activation,qwen3-coder-next,False
Q084,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,976,NON DETERMINABILE,qwen3-coder-next,False
Q084,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,905,CNS Neuroblastoma With FOXR2 Activation,qwen3-coder-next,False
Q084,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,955,CNS Neuroblastoma With FOXR2 Activation,qwen3-coder-next,False
Q085,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,3,3,1.0,31,"Skin Squamous Cell Carcinoma, Cancer, Breast Cancer",qwen3-coder-next,False
Q085,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,899,NON DETERMINABILE,qwen3-coder-next,False
Q085,rag_bm25,4,gene_to_disease,0.5,1.0,0.6666666666666666,1.0,6,3,1.0,914,"Breast Cancer, Lung Cancer, Skin Squamous Cell Carcinoma, Melanoma, Gastrointestinal Stromal Tumor, Polycythemia Vera",qwen3-coder-next,False
Q085,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,3,3,1.0,959,"Skin Squamous Cell Carcinoma, Breast Cancer, Cancer",qwen3-coder-next,False
Q086,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,10,Breast Cancer,qwen3-coder-next,False
Q086,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,982,NON DETERMINABILE,qwen3-coder-next,False
Q086,rag_bm25,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,894,Breast Cancer,qwen3-coder-next,False
Q086,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,1,1,1.0,992,Breast Cancer,qwen3-coder-next,False
Q087,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,19,"Myelofibrosis, Essential Thrombocythemia",qwen3-coder-next,False
Q087,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,1001,NON DETERMINABILE,qwen3-coder-next,False
Q087,rag_bm25,4,gene_to_disease,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,898,"Myelofibrosis, Essential Thrombocythemia, Myeloproliferative Neoplasm",qwen3-coder-next,False
Q087,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,968,"Myelofibrosis, Essential Thrombocythemia",qwen3-coder-next,False
Q088,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,21,"Colorectal Cancer, Renal Cell Carcinoma",qwen3-coder-next,False
Q088,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,995,NON DETERMINABILE,qwen3-coder-next,False
Q088,rag_bm25,4,gene_to_disease,0.6666666666666666,1.0,0.8,1.0,3,2,1.0,880,"Colorectal Cancer, Renal Cell Carcinoma, Von Hippel-Lindau Disease",qwen3-coder-next,False
Q088,rag_hybrid,4,gene_to_disease,1.0,1.0,1.0,1.0,2,2,1.0,986,"Colorectal Cancer, Renal Cell Carcinoma",qwen3-coder-next,False
Q089,graphrag,4,gene_to_disease,1.0,1.0,1.0,1.0,3,3,1.0,36,"Lung Non-small Cell Carcinoma, Colorectal Cancer, Head And Neck Squamous Cell Carcinoma",qwen3-coder-next,False
Q089,rag_dense,4,gene_to_disease,0.0,0.0,0.0,0.0,0,0,0.0,989,NON DETERMINABILE,qwen3-coder-next,False
