claim_id,claim_domain,claim_type,direction,graph_evidence_id,graph_escat_status,claim_escat_status,source_unit_escat_status,coverage_class,notes
CLM-d3951a629938118cac1b,therapeutic,atomic_intervention_claim,resistance,evidence:1354,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-d4bee44e07efb6ccca9f,therapeutic,atomic_intervention_claim,sensitivity,evidence:12015,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-d647e4283d6f94402b1d,therapeutic,atomic_intervention_claim,sensitivity,evidence:12372,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-d9119121edc4643c966f,therapeutic,atomic_intervention_claim,resistance,evidence:1337,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-dce0280ba32faf2db9c9,therapeutic,atomic_intervention_claim,sensitivity,evidence:1917,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-dd924bc0aac50b2d0eff,therapeutic,atomic_intervention_claim,resistance,evidence:441,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-dda6b2c59b86fba7999a,therapeutic,atomic_intervention_claim,sensitivity,evidence:965,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-e021f20401b48e016f8e,therapeutic,atomic_intervention_claim,resistance,evidence:443,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-e13e6bfa052b0b6f49fe,therapeutic,atomic_intervention_claim,sensitivity,evidence:2994,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-e5528b1323d1f69569d3,therapeutic,atomic_intervention_claim,sensitivity,evidence:1990,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-e565f65d73cb1d4aa67b,therapeutic,atomic_intervention_claim,sensitivity,evidence:2624,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-e6efb45289099d321caa,therapeutic,atomic_intervention_claim,sensitivity,evidence:11230,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-e7f967d807f506a1c878,therapeutic,atomic_intervention_claim,resistance,evidence:1348,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-ea3f6c4227ec08639404,therapeutic,atomic_intervention_claim,sensitivity,evidence:12547,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-eaf9d60d304136d89a18,therapeutic,atomic_intervention_claim,resistance,evidence:442,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-eba06f8e66bfc2749100,therapeutic,atomic_intervention_claim,sensitivity,evidence:4284,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-f099dc5a29b516efbd00,therapeutic,atomic_intervention_claim,sensitivity,evidence:967,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-f1f6b860aca2c8c08690,therapeutic,atomic_intervention_claim,resistance,evidence:763,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-f52eacf8dde60d7af27f,therapeutic,atomic_intervention_claim,sensitivity,evidence:2627,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-f540c99392aa5b560a22,therapeutic,atomic_intervention_claim,resistance,evidence:48,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-f59008ae6c2098dde866,therapeutic,atomic_intervention_claim,sensitivity,evidence:1912,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-f62d35819669db1e4d34,therapeutic,atomic_intervention_claim,sensitivity,evidence:9221,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-fb324f3b5bad9559e397,therapeutic,atomic_intervention_claim,sensitivity,evidence:9223,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-feddcbb26716bd36627e,therapeutic,atomic_intervention_claim,resistance,evidence:1357,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-8941c177da91f66ff93a,diagnostic,diagnostic_claim,diagnostic,evidence:1846,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
CLM-a7e1c40b794d2c4d4ca8,diagnostic,diagnostic_claim,diagnostic,evidence:1847,NOT_PRESENT,NOT_PRESENT,NOT_PRESENT,NO_ESCAT_RECORD,"No ESCAT annotation exists in graph record or active claim"
